customer_id,age,city,monthly_income,avg_monthly_balance,monthly_expense,existing_emi,cibil_score,salary_consistency,digital_activity_score,credit_card_spend,investment_amount,rent_payment,loan_history,foir,savings_ratio,recommended_loan,loan_accepted
CUST07213,51,Hyderabad,160435,260166,44062,66091,635,0.41,21,76260,12277,1,3,0.41,0.31,None,0
CUST07214,38,Chennai,63203,24688,49734,12962,747,0.99,93,18446,20456,1,1,0.21,0.01,Auto Loan,1
CUST07215,41,Chennai,143394,15985,58380,40119,593,0.79,25,76590,69443,0,2,0.28,0.31,Personal Loan,1
CUST07216,56,Bangalore,135101,75909,86393,9268,659,0.98,61,28400,87445,1,0,0.07,0.29,Home Loan,1
CUST07217,39,Mumbai,74092,27932,42356,32013,713,0.69,96,28578,42242,1,3,0.43,-0.0,None,0
CUST07218,41,Bangalore,138814,78543,67282,2969,746,0.7,59,67733,55242,1,1,0.02,0.49,Home Loan,1
CUST07219,50,Chennai,203327,357910,153426,79137,737,0.49,56,54922,134298,1,3,0.39,-0.14,None,0
CUST07220,32,Nagpur,128223,204759,86026,37430,842,0.46,87,14018,27408,0,2,0.29,0.04,None,0
CUST07221,29,Chennai,134410,43554,38732,3909,701,0.79,49,55425,24118,0,0,0.03,0.68,Personal Loan,1
CUST07222,25,Chennai,183024,230572,95520,66253,587,0.84,79,20831,52491,0,1,0.36,0.12,None,0
CUST07223,34,Hyderabad,113163,195439,40469,1808,606,0.97,23,53759,19387,1,3,0.02,0.63,Home Loan,1
CUST07224,48,Hyderabad,53322,38569,32068,13357,588,0.41,89,5273,13869,0,0,0.25,0.15,None,0
CUST07225,39,Mumbai,144972,257282,70322,8268,788,0.88,79,26692,82958,1,0,0.06,0.46,Home Loan,1
CUST07226,55,Pune,179135,239097,78397,13694,837,0.53,92,44992,29877,1,1,0.08,0.49,Home Loan,1
CUST07227,44,Mumbai,204432,341377,128250,30550,633,0.91,84,64776,123096,1,2,0.15,0.22,Home Loan,1
CUST07228,29,Delhi,166636,76363,98669,40311,583,0.78,98,83707,36121,1,2,0.24,0.17,Home Loan,1
CUST07229,26,Nagpur,181057,91150,97321,7696,590,0.94,49,35317,58521,1,2,0.04,0.42,None,0
CUST07230,51,Delhi,158305,228454,121521,42889,760,0.53,55,48018,21486,0,3,0.27,-0.04,Auto Loan,1
CUST07231,56,Nagpur,219051,181752,68480,66380,722,0.6,46,75858,36011,1,1,0.3,0.38,Home Loan,1
CUST07232,40,Delhi,52982,32924,42856,23536,645,0.52,29,19655,36770,1,3,0.44,-0.25,None,0
CUST07233,22,Chennai,103815,124891,53305,10862,663,0.58,64,17709,2639,0,0,0.1,0.38,Auto Loan,1
CUST07234,39,Bangalore,104871,53758,50046,24341,640,0.96,40,22514,70719,0,1,0.23,0.29,Mortgage Loan,1
CUST07235,49,Hyderabad,53091,63357,34492,1541,693,0.68,55,24424,7587,1,3,0.03,0.32,None,0
CUST07236,53,Nagpur,132953,221414,92354,21411,732,0.73,65,33154,17450,1,0,0.16,0.14,Home Loan,1
CUST07237,35,Nagpur,157888,38339,72406,34069,772,0.87,92,20693,22372,1,3,0.22,0.33,Home Loan,1
CUST07238,44,Hyderabad,181002,40953,137554,62167,780,0.97,71,59690,114171,1,1,0.34,-0.1,Home Loan,1
CUST07239,33,Bangalore,149592,239347,69985,30170,720,0.55,60,58931,43932,0,1,0.2,0.33,Personal Loan,1
CUST07240,41,Chennai,159219,275918,99573,39275,750,0.41,74,39609,86721,1,0,0.25,0.13,None,0
CUST07241,22,Chennai,78288,27207,52278,2530,664,0.49,89,14375,46462,0,0,0.03,0.3,None,0
CUST07242,50,Chennai,208680,372809,151645,29303,785,0.66,82,122225,13645,1,0,0.14,0.13,Home Loan,1
CUST07243,27,Hyderabad,165489,142500,93391,25213,733,0.95,35,9414,69766,0,0,0.15,0.28,Mortgage Loan,1
CUST07244,52,Pune,191437,262614,160890,40422,593,0.53,44,93830,67091,1,1,0.21,-0.05,None,0
CUST07245,48,Pune,95245,20485,69663,30442,825,0.44,84,50183,65394,1,1,0.32,-0.05,Home Loan,1
CUST07246,48,Pune,39599,23065,28212,4504,779,0.59,67,2161,23328,0,1,0.11,0.17,Mortgage Loan,1
CUST07247,26,Mumbai,145013,185554,72918,55205,737,0.98,76,29750,65428,1,3,0.38,0.12,None,0
CUST07248,51,Mumbai,20916,30011,11634,9090,734,0.91,82,2052,5709,1,3,0.43,0.01,None,0
CUST07249,33,Nagpur,101664,67223,46224,29634,629,0.81,35,23406,34794,0,3,0.29,0.25,Mortgage Loan,1
CUST07250,31,Chennai,143582,42825,75274,17390,632,0.67,40,67333,88820,1,1,0.12,0.35,None,0
CUST07251,45,Mumbai,93315,145245,60445,10332,597,0.99,94,20472,53392,1,2,0.11,0.24,Home Loan,1
CUST07252,30,Nagpur,161491,78435,119641,66861,738,0.72,63,52618,22113,0,2,0.41,-0.15,None,0
CUST07253,46,Mumbai,38586,59993,19012,16315,620,0.9,55,20366,24833,1,2,0.42,0.08,None,0
CUST07254,29,Mumbai,96963,77852,25449,1472,783,0.47,63,24236,45640,0,2,0.02,0.72,Auto Loan,1
CUST07255,57,Bangalore,36783,60068,26953,5945,834,0.83,55,20918,24776,0,2,0.16,0.11,Personal Loan,1
CUST07256,30,Bangalore,64255,111613,30315,15216,652,0.56,86,30407,22528,0,1,0.24,0.29,None,0
CUST07257,29,Nagpur,91002,148411,36963,13880,720,0.86,85,6265,32352,1,3,0.15,0.44,Home Loan,1
CUST07258,34,Nagpur,200148,205449,73327,86910,828,0.74,93,99543,74597,0,0,0.43,0.2,Personal Loan,1
CUST07259,33,Pune,206716,351128,121253,6647,735,0.96,59,30107,59335,0,1,0.03,0.38,Auto Loan,1
CUST07260,41,Bangalore,169826,190823,104872,29262,750,0.61,59,73054,50233,1,0,0.17,0.21,Home Loan,1
CUST07261,29,Hyderabad,37799,13420,10847,6170,740,0.44,90,21617,1799,0,2,0.16,0.55,Personal Loan,1
CUST07262,31,Nagpur,184055,114067,51433,5107,625,0.59,74,77129,100716,0,1,0.03,0.69,None,0
CUST07263,24,Nagpur,192903,141499,92897,58656,649,0.73,44,50249,108794,1,1,0.3,0.21,None,0
CUST07264,42,Bangalore,187680,159130,152393,53372,651,0.49,22,91592,91644,1,3,0.28,-0.1,None,0
CUST07265,46,Pune,63308,36973,26255,10188,627,0.91,33,8396,39503,1,2,0.16,0.42,Mortgage Loan,1
CUST07266,49,Mumbai,87372,135578,67646,16379,596,0.87,75,8713,47691,1,2,0.19,0.04,None,0
CUST07267,56,Mumbai,219620,315757,116632,13728,589,0.42,89,55652,69566,1,3,0.06,0.41,Home Loan,1
CUST07268,27,Pune,48104,22371,17686,1081,665,0.81,52,18691,12251,0,0,0.02,0.61,Personal Loan,1
CUST07269,41,Hyderabad,192305,172881,135652,20576,802,0.92,60,21647,128534,0,3,0.11,0.19,Auto Loan,1
CUST07270,29,Chennai,46715,25022,28245,9253,653,0.58,86,13297,26589,1,1,0.2,0.2,None,0
CUST07271,22,Chennai,235133,363409,87330,23611,813,0.66,20,123288,127219,0,0,0.1,0.53,Personal Loan,1
CUST07272,32,Nagpur,56339,60995,33079,2444,794,0.81,39,32370,2963,1,3,0.04,0.37,Personal Loan,1
CUST07273,54,Pune,141627,161682,47301,34667,593,0.43,34,40771,93750,1,3,0.24,0.42,None,0
CUST07274,58,Chennai,98129,51769,36161,630,685,0.44,77,51555,22235,1,2,0.01,0.63,None,0
CUST07275,22,Bangalore,227570,233587,126269,27644,848,0.57,48,133898,106732,1,3,0.12,0.32,None,0
CUST07276,39,Chennai,223997,277091,175341,9714,786,0.67,71,52526,83497,0,1,0.04,0.17,Auto Loan,1
CUST07277,39,Delhi,145210,178779,82173,31032,691,0.57,26,31893,39498,0,1,0.21,0.22,Mortgage Loan,1
CUST07278,59,Delhi,42366,37598,16052,18351,613,0.87,99,9751,16081,0,0,0.43,0.19,None,0
CUST07279,58,Hyderabad,168354,212959,99437,53924,730,0.71,42,20353,33674,0,3,0.32,0.09,Mortgage Loan,1
CUST07280,39,Bangalore,159733,98531,71363,40942,836,0.83,87,59300,76736,1,0,0.26,0.3,Home Loan,1
CUST07281,36,Delhi,246870,307013,145569,109252,822,0.63,96,23440,149425,0,2,0.44,-0.03,None,0
CUST07282,42,Nagpur,23660,18785,14493,7389,646,0.83,63,2806,8665,0,2,0.31,0.08,None,0
CUST07283,26,Hyderabad,165778,171608,118859,52490,620,0.47,53,71796,9468,1,1,0.32,-0.03,None,0
CUST07284,27,Hyderabad,182638,82204,112354,43081,769,0.55,58,65295,77059,0,0,0.24,0.15,None,0
CUST07285,53,Bangalore,38162,50827,22894,4245,680,0.48,23,6324,5185,0,1,0.11,0.29,None,0
CUST07286,22,Chennai,44256,13045,19383,7739,681,0.72,72,14151,9308,1,0,0.17,0.39,None,0
CUST07287,51,Hyderabad,149153,266983,88715,12193,625,0.72,75,81921,32053,0,1,0.08,0.32,Personal Loan,1
CUST07288,50,Delhi,136658,181384,34413,53343,846,0.97,84,43106,58961,1,0,0.39,0.36,Home Loan,1
CUST07289,52,Hyderabad,116137,94347,82052,15852,698,0.86,76,25589,3432,0,0,0.14,0.16,Auto Loan,1
CUST07290,30,Delhi,195147,250446,137818,31120,764,0.75,80,48919,79570,1,2,0.16,0.13,Home Loan,1
CUST07291,38,Pune,180060,315553,54606,52808,750,0.93,75,11866,94355,1,3,0.29,0.4,Home Loan,1
CUST07292,26,Hyderabad,153589,52266,39763,5015,622,0.53,78,73553,68920,0,2,0.03,0.71,Personal Loan,1
CUST07293,33,Hyderabad,61733,6746,47587,26584,671,0.42,36,34056,14444,0,1,0.43,-0.2,None,0
CUST07294,58,Bangalore,235844,391484,119546,43778,601,0.99,62,83142,47533,1,2,0.19,0.31,Home Loan,1
CUST07295,55,Nagpur,133146,237161,88021,14612,787,0.63,59,73271,57755,0,3,0.11,0.23,None,0
CUST07296,45,Mumbai,160012,218517,68539,2242,747,0.45,93,77439,34278,0,3,0.01,0.56,Personal Loan,1
CUST07297,46,Mumbai,243289,340286,186692,16199,806,0.97,59,33755,69450,0,2,0.07,0.17,Auto Loan,1
CUST07298,58,Delhi,173788,25191,68690,15108,598,0.65,70,99912,115154,1,0,0.09,0.52,Home Loan,1
CUST07299,27,Pune,236104,166758,126001,49801,630,0.42,68,99215,141322,1,1,0.21,0.26,Home Loan,1
CUST07300,53,Nagpur,45351,43306,20335,5616,847,0.58,99,23636,2250,0,3,0.12,0.43,Personal Loan,1
CUST07301,39,Mumbai,242590,361377,153207,78860,724,0.77,79,48875,115481,0,2,0.33,0.04,Auto Loan,1
CUST07302,26,Bangalore,205155,227618,52700,63707,814,0.64,99,28160,63684,0,0,0.31,0.43,Auto Loan,1
CUST07303,23,Nagpur,183601,123325,46348,71036,711,0.77,69,34144,51743,0,2,0.39,0.36,Auto Loan,1
CUST07304,48,Nagpur,87421,150727,67457,19342,800,0.82,36,48708,42096,1,2,0.22,0.01,Home Loan,1
CUST07305,45,Nagpur,113687,56176,82621,30558,796,0.98,58,34313,48683,0,0,0.27,0.0,Auto Loan,1
CUST07306,44,Bangalore,229297,120089,80316,95588,671,0.58,91,41793,132066,1,3,0.42,0.23,None,0
CUST07307,56,Nagpur,240627,329995,144622,52966,842,0.95,62,133896,111314,0,2,0.22,0.18,Personal Loan,1
CUST07308,47,Pune,146729,129856,39392,65549,585,0.74,56,13190,99569,1,2,0.45,0.28,None,0
CUST07309,35,Delhi,128391,145950,59320,46409,583,0.56,45,68376,62178,1,2,0.36,0.18,None,0
CUST07310,29,Hyderabad,64237,66015,41620,14202,605,0.71,70,31734,2091,0,3,0.22,0.13,None,0
CUST07311,32,Mumbai,223872,302126,96338,65605,747,0.67,64,92696,141341,0,1,0.29,0.28,Personal Loan,1
CUST07312,57,Bangalore,83744,95168,22269,16912,637,0.96,27,15211,50870,1,3,0.2,0.53,None,0
CUST07313,39,Delhi,111989,52463,69338,46841,660,0.73,20,6025,68881,0,3,0.42,-0.04,None,0
CUST07314,46,Mumbai,191979,198264,58348,15251,636,0.43,83,36216,87777,1,3,0.08,0.62,Home Loan,1
CUST07315,44,Delhi,53288,40236,34278,7449,644,0.5,70,16338,2649,0,0,0.14,0.22,Auto Loan,1
CUST07316,52,Nagpur,215220,52168,181481,8412,659,0.94,30,53606,109525,1,1,0.04,0.12,None,0
CUST07317,37,Chennai,119932,128095,56206,27019,582,0.87,70,43155,39046,0,0,0.23,0.31,Personal Loan,1
CUST07318,54,Bangalore,177945,106351,65333,69673,735,0.7,73,58542,20847,1,2,0.39,0.24,Home Loan,1
CUST07319,43,Pune,187675,328316,48356,43892,811,0.57,65,99373,32108,0,0,0.23,0.51,Personal Loan,1
CUST07320,27,Nagpur,29994,12192,11116,146,793,0.5,99,6927,8929,1,1,0.0,0.62,None,0
CUST07321,34,Chennai,211189,250762,127406,74206,634,0.59,88,93474,41985,1,3,0.35,0.05,None,0
CUST07322,45,Mumbai,95355,167761,31636,3575,849,0.66,73,36594,38979,1,2,0.04,0.63,Home Loan,1
CUST07323,22,Bangalore,129977,192793,74083,17342,783,0.97,60,33922,8647,0,1,0.13,0.3,Auto Loan,1
CUST07324,56,Mumbai,51949,50037,33073,3476,799,0.6,47,15048,3567,1,2,0.07,0.3,None,0
CUST07325,57,Nagpur,175019,265469,50441,36257,710,0.6,67,82864,104210,1,3,0.21,0.5,Home Loan,1
CUST07326,43,Bangalore,239610,286700,171799,60495,785,0.57,42,99345,148952,1,2,0.25,0.03,None,0
CUST07327,39,Pune,77937,36316,23817,9220,808,0.9,53,39668,4280,1,0,0.12,0.58,Home Loan,1
CUST07328,57,Pune,34751,5257,23940,14000,638,0.97,51,9360,15378,1,3,0.4,-0.09,None,0
CUST07329,51,Delhi,114655,183366,56937,50313,716,0.79,58,60052,76508,0,2,0.44,0.06,Personal Loan,1
CUST07330,29,Delhi,87363,60583,53282,1805,720,0.95,23,13377,6300,0,0,0.02,0.37,Mortgage Loan,1
CUST07331,24,Chennai,41617,50916,31351,464,618,0.87,52,19277,16938,1,0,0.01,0.24,None,0
CUST07332,44,Nagpur,102530,123185,69039,26222,675,0.65,56,59909,54860,0,1,0.26,0.07,None,0
CUST07333,55,Delhi,156622,217943,87892,50721,598,0.66,51,20668,62303,0,1,0.32,0.11,None,0
CUST07334,35,Pune,208632,162489,116584,83720,611,0.49,24,108807,53070,1,3,0.4,0.04,None,0
CUST07335,39,Chennai,99115,36304,35276,15431,821,1.0,72,26545,52235,0,0,0.16,0.49,Auto Loan,1
CUST07336,47,Pune,236374,275027,110173,28127,764,0.46,47,136640,133307,0,0,0.12,0.41,Personal Loan,1
CUST07337,27,Bangalore,71694,75800,59820,11360,715,0.95,41,5417,17431,1,2,0.16,0.01,Home Loan,1
CUST07338,29,Hyderabad,37973,32890,11367,9607,637,0.56,80,21900,9063,1,3,0.25,0.45,None,0
CUST07339,58,Bangalore,219442,353068,145366,17515,717,0.49,41,74789,116052,1,3,0.08,0.26,Home Loan,1
CUST07340,48,Chennai,37369,64832,29651,8518,615,0.85,87,6637,26082,0,2,0.23,-0.02,Mortgage Loan,1
CUST07341,30,Bangalore,241330,262893,60988,68991,590,0.84,37,99503,94922,0,2,0.29,0.46,Personal Loan,1
CUST07342,37,Pune,83222,28313,21755,5115,767,0.69,79,5724,20266,0,2,0.06,0.68,Auto Loan,1
CUST07343,56,Mumbai,76790,84491,32583,24116,786,0.95,92,10933,41919,1,3,0.31,0.26,Home Loan,1
CUST07344,30,Bangalore,220290,268214,117002,51191,661,0.75,92,125290,5525,1,0,0.23,0.24,None,0
CUST07345,25,Delhi,106291,99148,61688,44370,833,0.49,65,37298,17831,0,1,0.42,0.0,None,0
CUST07346,41,Delhi,30069,18192,9348,4655,698,0.87,80,15831,8741,0,2,0.15,0.53,None,0
CUST07347,49,Bangalore,40889,66123,30141,8828,628,0.43,59,19540,15780,1,3,0.22,0.05,None,0
CUST07348,34,Nagpur,149064,56602,58174,13034,689,0.7,80,17051,40695,1,0,0.09,0.52,None,0
CUST07349,51,Bangalore,138687,133703,117170,28941,624,0.97,54,72559,89089,0,1,0.21,-0.05,Personal Loan,1
CUST07350,27,Mumbai,68968,80800,29869,18603,846,0.54,48,24502,1346,1,1,0.27,0.3,Personal Loan,1
CUST07351,27,Pune,66428,115957,17637,15928,765,0.54,49,21523,26324,0,3,0.24,0.49,Mortgage Loan,1
CUST07352,41,Delhi,230707,275725,73323,24359,723,0.71,47,122676,108487,1,1,0.11,0.58,Home Loan,1
CUST07353,22,Delhi,153717,23509,100048,13287,840,0.96,76,39937,89338,0,3,0.09,0.26,Auto Loan,1
CUST07354,29,Mumbai,105514,52049,68090,44578,629,0.83,23,47559,30354,1,1,0.42,-0.07,None,0
CUST07355,28,Mumbai,227062,248738,168880,98238,835,0.83,90,130743,66878,0,0,0.43,-0.18,Personal Loan,1
CUST07356,55,Nagpur,219608,75765,149715,96482,785,0.76,93,103828,102118,1,0,0.44,-0.12,Home Loan,1
CUST07357,43,Mumbai,177704,176529,60176,7545,589,0.77,93,97489,77168,1,3,0.04,0.62,Home Loan,1
CUST07358,43,Chennai,123981,138272,34808,8178,846,0.64,95,20057,12046,1,3,0.07,0.65,Home Loan,1
CUST07359,27,Delhi,53762,94393,28550,22822,713,0.81,74,12514,22141,0,0,0.42,0.04,Auto Loan,1
CUST07360,29,Delhi,146573,209559,121478,5641,608,0.9,76,77533,7483,1,0,0.04,0.13,Home Loan,1
CUST07361,35,Mumbai,231078,294290,174323,99243,666,0.42,23,114247,143119,0,3,0.43,-0.18,None,0
CUST07362,28,Delhi,195151,239578,117751,61598,796,0.72,38,28329,71168,1,1,0.32,0.08,Home Loan,1
CUST07363,25,Nagpur,98814,33626,69161,16611,839,0.4,30,48098,54747,0,0,0.17,0.13,Personal Loan,1
CUST07364,38,Hyderabad,237048,82728,199438,62653,651,0.74,40,29879,45124,1,0,0.26,-0.11,None,0
CUST07365,28,Bangalore,36990,60206,22278,11247,816,0.49,91,5584,7559,1,2,0.3,0.09,None,0
CUST07366,57,Pune,238240,177418,190892,62718,756,0.89,91,111546,94436,1,1,0.26,-0.06,Home Loan,1
CUST07367,27,Chennai,61398,58712,30426,11794,684,0.84,58,32317,4203,0,2,0.19,0.31,Personal Loan,1
CUST07368,55,Pune,158438,59057,75175,7233,691,0.45,63,26316,96173,1,0,0.05,0.48,None,0
CUST07369,47,Hyderabad,35261,11556,19216,4560,631,0.51,24,3112,22444,1,3,0.13,0.33,None,0
CUST07370,56,Mumbai,169871,167527,125561,52167,754,0.75,85,46111,81330,1,1,0.31,-0.05,Home Loan,1
CUST07371,38,Delhi,46843,29891,18939,6894,642,0.66,72,25979,11367,1,3,0.15,0.45,None,0
CUST07372,58,Delhi,129819,73299,34418,15359,757,0.82,52,40609,13678,0,0,0.12,0.62,Auto Loan,1
CUST07373,40,Nagpur,235697,235454,181961,102509,678,0.69,29,139453,86356,0,0,0.43,-0.21,None,0
CUST07374,54,Nagpur,233926,254602,165702,20200,789,0.95,33,125175,87165,1,0,0.09,0.21,Home Loan,1
CUST07375,31,Hyderabad,87479,117685,57320,6457,800,0.6,70,7350,9471,1,0,0.07,0.27,Home Loan,1
CUST07376,46,Hyderabad,230383,240224,128786,76183,669,0.46,79,50091,3459,1,2,0.33,0.11,None,0
CUST07377,26,Delhi,25029,2936,12395,1926,715,0.96,25,8281,6403,1,0,0.08,0.43,Mortgage Loan,1
CUST07378,48,Chennai,242241,44656,95301,80919,673,0.88,25,51657,81898,0,2,0.33,0.27,Mortgage Loan,1
CUST07379,26,Bangalore,115893,162205,54994,1411,805,0.51,56,36436,77023,1,3,0.01,0.51,Home Loan,1
CUST07380,58,Nagpur,71775,35068,29239,20069,602,0.41,22,17116,37859,1,1,0.28,0.31,None,0
CUST07381,35,Nagpur,45888,13000,27571,17226,758,0.93,35,23208,30966,1,1,0.38,0.02,None,0
CUST07382,30,Pune,179101,226749,75743,74683,626,0.53,42,23709,113047,0,1,0.42,0.16,None,0
CUST07383,25,Mumbai,243376,127680,147071,48981,703,0.67,28,136040,11655,1,2,0.2,0.19,Home Loan,1
CUST07384,40,Pune,25213,37166,9699,7605,787,0.64,86,5697,14279,1,0,0.3,0.31,Mortgage Loan,1
CUST07385,45,Mumbai,209548,111233,81406,26360,636,0.66,43,67609,28918,1,1,0.13,0.49,None,0
CUST07386,50,Hyderabad,185745,115625,67982,36252,748,0.74,58,55227,94224,1,3,0.2,0.44,Home Loan,1
CUST07387,46,Nagpur,68713,36628,31653,24812,632,0.61,37,12835,18645,1,3,0.36,0.18,None,0
CUST07388,26,Hyderabad,93741,63079,28424,39020,669,0.49,88,6018,64084,0,3,0.42,0.28,Auto Loan,1
CUST07389,44,Nagpur,21482,18449,15784,6578,846,0.87,98,8017,10882,0,0,0.31,-0.04,Personal Loan,1
CUST07390,50,Delhi,105645,141942,49450,21531,603,0.92,38,49633,20307,0,3,0.2,0.33,Personal Loan,1
CUST07391,49,Hyderabad,51391,59627,38471,8822,702,0.97,91,9835,31459,0,2,0.17,0.08,Auto Loan,1
CUST07392,36,Hyderabad,119131,132116,94682,13058,800,0.64,39,45125,25138,0,1,0.11,0.1,Personal Loan,1
CUST07393,31,Chennai,82367,20503,42031,26827,649,0.56,49,41755,13113,1,1,0.33,0.16,None,0
CUST07394,30,Hyderabad,29365,9827,18850,5105,725,0.77,56,15962,10514,0,0,0.17,0.18,Personal Loan,1
CUST07395,57,Delhi,54610,26346,43460,20961,616,0.66,94,19580,17323,1,0,0.38,-0.18,None,0
CUST07396,59,Chennai,131585,142313,54901,48418,693,0.79,47,50159,57278,1,3,0.37,0.21,None,0
CUST07397,53,Delhi,107773,193297,39153,39485,580,0.77,35,24648,6271,1,2,0.37,0.27,None,0
CUST07398,56,Hyderabad,104642,101304,35745,20364,778,0.89,48,7962,43864,1,3,0.19,0.46,Home Loan,1
CUST07399,50,Pune,208204,199270,115334,16885,679,0.78,32,85359,99054,0,3,0.08,0.36,Personal Loan,1
CUST07400,34,Nagpur,192852,274569,132033,20759,743,0.72,98,13321,69035,0,3,0.11,0.21,Auto Loan,1
CUST07401,59,Bangalore,86205,66383,70407,4273,659,0.64,29,17698,1460,1,0,0.05,0.13,None,0
CUST07402,38,Nagpur,204304,290332,68100,78599,580,0.5,41,59386,119685,0,1,0.38,0.28,None,0
CUST07403,47,Hyderabad,224493,233187,172870,78206,737,0.58,88,61890,123702,1,3,0.35,-0.12,None,0
CUST07404,54,Chennai,154842,48142,76581,15794,739,0.8,37,49251,62556,1,0,0.1,0.4,Home Loan,1
CUST07405,58,Chennai,52669,50575,26074,22357,741,0.82,72,17552,16284,0,2,0.42,0.08,None,0
CUST07406,45,Pune,218697,260060,99312,71501,681,0.65,87,88657,37864,0,0,0.33,0.22,None,0
CUST07407,32,Nagpur,158943,31320,86872,6588,774,0.65,92,93029,57679,1,1,0.04,0.41,Home Loan,1
CUST07408,45,Hyderabad,37895,64113,20829,15140,626,0.65,40,20138,22875,1,0,0.4,0.05,None,0
CUST07409,43,Chennai,163066,206778,95938,63720,721,0.9,39,27622,10201,1,1,0.39,0.02,None,0
CUST07410,59,Chennai,22965,40337,5944,6774,745,0.48,73,1860,14202,0,2,0.29,0.45,Mortgage Loan,1
CUST07411,40,Nagpur,36499,35267,18954,6353,807,0.87,71,13912,1792,0,1,0.17,0.31,Personal Loan,1
CUST07412,58,Delhi,95261,90022,55332,7713,811,0.43,67,20541,42089,1,1,0.08,0.34,Home Loan,1
CUST07413,56,Mumbai,245470,301101,150487,106802,827,0.63,64,66701,95976,1,3,0.44,-0.05,None,0
CUST07414,51,Hyderabad,22478,5851,7502,4468,668,0.78,81,7983,11024,0,2,0.2,0.47,Personal Loan,1
CUST07415,42,Delhi,43438,74261,23026,17652,765,0.91,38,16220,3519,0,0,0.41,0.06,None,0
CUST07416,52,Hyderabad,235840,186212,76609,103279,602,0.57,89,22892,19815,1,2,0.44,0.24,None,0
CUST07417,35,Mumbai,242050,260129,145125,7630,675,0.68,78,55816,134129,0,2,0.03,0.37,None,0
CUST07418,55,Hyderabad,44564,6907,11800,8444,836,0.59,30,10056,4377,1,0,0.19,0.55,None,0
CUST07419,33,Mumbai,34474,56151,16773,12818,773,0.47,87,19809,23119,0,2,0.37,0.14,None,0
CUST07420,41,Hyderabad,123041,38149,70986,1569,778,0.42,92,55980,70828,1,0,0.01,0.41,Home Loan,1
CUST07421,23,Mumbai,22060,7583,8847,2450,816,0.43,92,6339,13496,0,0,0.11,0.49,None,0
CUST07422,22,Chennai,105382,171482,48965,15850,625,0.81,73,41337,48701,0,3,0.15,0.38,Personal Loan,1
CUST07423,34,Chennai,59548,15617,49099,7943,719,0.69,65,27446,3814,0,0,0.13,0.04,Personal Loan,1
CUST07424,32,Bangalore,219191,30538,151038,62933,659,0.77,83,80795,40565,1,2,0.29,0.02,None,0
CUST07425,47,Pune,209171,283272,71901,49777,786,0.85,64,90862,87260,1,3,0.24,0.42,Home Loan,1
CUST07426,43,Delhi,185894,26228,113320,44658,779,0.69,80,28064,95927,0,3,0.24,0.15,Auto Loan,1
CUST07427,48,Nagpur,223070,335683,183391,20652,741,0.81,48,89648,36362,1,0,0.09,0.09,None,0
CUST07428,32,Pune,83072,28457,47430,17007,590,0.6,73,16153,24772,1,3,0.2,0.22,Home Loan,1
CUST07429,25,Delhi,96790,106525,50015,39579,668,0.63,74,15049,5657,0,1,0.41,0.07,None,0
CUST07430,57,Delhi,220159,320478,80852,20180,582,0.99,72,14513,90559,1,3,0.09,0.54,Home Loan,1
CUST07431,24,Mumbai,64449,95894,53136,5330,788,0.66,64,14539,42139,0,3,0.08,0.09,Auto Loan,1
CUST07432,39,Pune,179999,246246,144365,47937,709,0.45,44,80325,79604,0,2,0.27,-0.07,None,0
CUST07433,34,Nagpur,237548,158637,76065,48494,791,0.57,58,139183,39412,1,2,0.2,0.48,Home Loan,1
CUST07434,22,Nagpur,246225,355481,183669,54291,782,0.88,53,25780,43844,1,2,0.22,0.03,Home Loan,1
CUST07435,51,Nagpur,212126,150596,115583,69283,744,0.73,61,19526,98870,1,2,0.33,0.13,None,0
CUST07436,46,Nagpur,170876,277889,134547,36783,730,0.87,88,28612,27342,1,2,0.22,-0.0,Home Loan,1
CUST07437,58,Bangalore,145759,41285,39845,35572,811,0.99,38,35145,72498,1,2,0.24,0.48,Home Loan,1
CUST07438,29,Chennai,25889,27876,21456,4748,690,0.68,74,13819,8817,0,3,0.18,-0.01,None,0
CUST07439,29,Delhi,234527,98840,98350,92506,614,0.46,94,82438,112045,1,0,0.39,0.19,Home Loan,1
CUST07440,30,Hyderabad,106820,141492,48771,9996,751,0.53,78,34012,68884,1,2,0.09,0.45,Home Loan,1
CUST07441,28,Pune,185881,192251,81221,32660,748,0.91,78,12227,44679,1,0,0.18,0.39,Home Loan,1
CUST07442,39,Bangalore,166723,233297,99495,50943,643,0.83,69,87440,77056,0,0,0.31,0.1,None,0
CUST07443,50,Pune,19204,5958,6499,712,595,0.58,42,2093,8169,1,0,0.04,0.62,None,0
CUST07444,47,Bangalore,26393,43103,19473,9539,804,0.64,64,3164,4443,0,1,0.36,-0.1,None,0
CUST07445,56,Nagpur,44693,33398,31806,10245,598,0.81,25,13419,27546,0,1,0.23,0.06,None,0
CUST07446,26,Hyderabad,157446,84740,90746,67568,806,0.59,49,76599,21057,0,0,0.43,-0.01,None,0
CUST07447,41,Chennai,181832,35409,47093,71775,814,0.75,55,12293,118125,1,2,0.39,0.35,Home Loan,1
CUST07448,45,Delhi,32938,42424,15354,8262,754,0.8,84,17333,17201,1,0,0.25,0.28,Personal Loan,1
CUST07449,38,Delhi,51034,66213,35603,7055,783,0.88,46,28444,16154,1,2,0.14,0.16,Personal Loan,1
