customer_id,age,gender,marital_status,dependents,education,employment_type,city_tier,monthly_income,salary_consistency_score,years_with_bank,avg_monthly_balance,monthly_credit_amount,monthly_debit_amount,monthly_transaction_count,emi_obligations,debt_to_income_ratio,credit_utilization_ratio,cibil_score,active_loans,missed_payments_12m,monthly_investment_amount,investment_value,has_fixed_deposit,has_mutual_fund,digital_logins_30d,upi_transactions_30d,mobile_banking_user,loan_product_interest,loan_amount_requested,loan_tenure_months,loan_accepted
CUST007141,25,Female,Widowed,2,High School,Salaried,Tier 1,48110.11,0.76,2.6,119332.37,45063.03,44905.76,41,18876.92,0.392,0.495,679,1,0,0.0,0.0,0,0,27,40,1,Home Loan,2105000,360,0
CUST007142,49,Male,Single,3,Graduate,Salaried,Tier 1,66476.72,0.854,5.6,32807.9,62266.39,51459.03,46,9374.67,0.141,0.47,738,2,0,4769.74,325280.91,0,1,12,13,1,Mortgage Loan,3304000,120,1
CUST007143,30,Male,Married,1,Graduate,Salaried,Tier 1,128755.42,0.903,5.0,57273.97,120600.64,106248.68,46,15697.94,0.122,0.635,712,1,0,26369.62,1222678.16,0,0,29,31,0,Mortgage Loan,7606000,84,0
CUST007144,50,Male,Married,2,Professional,Salaried,Tier 2,93907.29,0.895,4.0,37394.16,87959.63,83476.24,48,0.0,0.0,0.373,784,0,0,32153.43,1414357.21,0,0,16,12,0,Auto Loan,1897000,60,1
CUST007145,38,Male,Married,0,Graduate,Salaried,Tier 1,78967.42,0.82,7.3,34931.4,73965.98,57693.54,50,25333.04,0.321,0.352,763,3,0,10921.42,613250.26,0,0,20,27,0,Personal Loan,706000,48,0
CUST007146,35,Male,Married,0,Graduate,Salaried,Tier 1,23705.11,0.84,6.9,22491.69,22203.74,21664.69,38,4916.84,0.207,0.408,713,1,1,9394.73,78542.91,0,0,23,29,1,Home Loan,707000,120,1
CUST007147,58,Male,Single,1,Postgraduate,Government,Tier 2,128883.07,0.83,8.1,28544.67,120720.2,109671.8,43,30871.75,0.24,0.188,712,1,1,0.0,0.0,0,0,15,13,0,Auto Loan,2690000,36,0
CUST007148,46,Male,Married,2,Postgraduate,Self-employed,Tier 1,126597.12,0.608,6.8,27880.09,118579.03,88875.9,66,37980.99,0.3,0.406,581,1,3,33786.81,2287300.85,0,1,10,12,0,Mortgage Loan,7409000,84,0
CUST007149,51,Male,Married,2,High School,Salaried,Tier 1,24229.21,0.73,12.7,17543.52,22694.64,20345.44,42,3519.71,0.145,0.477,688,2,0,7864.31,801114.99,0,0,19,16,1,Personal Loan,127000,60,0
CUST007150,45,Male,Divorced,2,Postgraduate,Salaried,Tier 2,56694.09,0.861,6.8,28588.47,53103.34,52499.11,35,0.0,0.0,0.321,780,0,0,0.0,0.0,0,0,15,23,0,Personal Loan,259000,36,1
CUST007151,35,Female,Married,0,Graduate,Salaried,Tier 2,40816.29,0.917,8.7,44788.84,38231.17,33069.26,37,0.0,0.0,0.401,803,0,0,15237.16,725727.1,0,1,27,25,1,Home Loan,1104000,360,1
CUST007152,47,Female,Single,1,Graduate,Self-employed,Tier 2,99329.28,0.611,7.1,23679.74,93038.22,78343.6,52,29594.69,0.298,0.514,711,2,0,11851.31,754234.43,0,1,8,12,1,Auto Loan,1585000,48,1
CUST007153,53,Male,Divorced,0,Professional,Self-employed,Tier 1,112563.5,0.489,2.3,47796.92,105434.24,100455.59,64,9616.44,0.085,0.467,717,1,0,40841.64,2229128.87,0,1,9,5,1,Home Loan,3870000,360,0
CUST007154,41,Male,Married,2,Postgraduate,Salaried,Tier 3,33794.43,0.949,9.3,16527.98,31654.04,28573.16,42,0.0,0.0,0.115,794,0,0,10280.09,345554.79,0,1,21,18,1,Mortgage Loan,2463000,84,1
CUST007155,60,Male,Widowed,1,Postgraduate,Self-employed,Tier 3,61222.18,0.687,1.2,53492.35,57344.65,52978.43,48,16349.71,0.267,0.579,643,1,0,7083.94,271179.93,0,0,10,9,1,Personal Loan,518000,36,0
CUST007156,49,Male,Single,3,Postgraduate,Salaried,Tier 1,122299.17,0.81,7.1,62715.57,114553.3,102990.71,47,19448.48,0.159,0.248,774,2,0,10314.65,590967.89,0,1,17,22,0,Home Loan,5338000,180,1
CUST007157,42,Male,Married,3,Graduate,Salaried,Tier 2,49811.37,0.806,5.9,16450.63,46656.54,40776.93,41,6267.99,0.126,0.333,760,3,0,15147.23,248515.94,0,0,20,19,1,Home Loan,2476000,240,1
CUST007158,43,Female,Married,0,High School,Salaried,Tier 2,50306.41,0.952,7.6,36237.69,47120.23,42574.17,42,0.0,0.0,0.71,713,0,0,0.0,0.0,0,0,21,24,1,Home Loan,1436000,240,0
CUST007159,42,Male,Single,1,Graduate,Salaried,Tier 1,22859.25,0.915,4.7,12847.52,21411.45,18325.26,29,0.0,0.0,0.352,783,0,0,5431.83,91625.58,1,1,22,26,0,Personal Loan,136000,60,0
CUST007160,26,Female,Widowed,0,Postgraduate,Salaried,Tier 1,142969.03,0.936,7.2,58107.84,133914.02,117088.43,41,62462.25,0.437,0.703,637,1,0,32854.91,2387940.41,0,1,25,40,1,Personal Loan,1402000,24,0
CUST007161,39,Male,Married,0,High School,Self-employed,Tier 1,48416.73,0.549,21.0,12397.84,45350.23,39796.45,44,5238.56,0.108,0.659,668,1,0,3058.78,50088.56,0,1,21,26,1,Personal Loan,401000,60,0
CUST007162,42,Male,Single,1,Professional,Salaried,Tier 1,115151.0,0.923,8.8,115265.91,107857.86,95524.55,56,0.0,0.0,0.253,737,0,1,10190.13,231801.41,0,1,20,15,1,Auto Loan,1764000,24,1
CUST007163,35,Female,Married,0,High School,Salaried,Tier 1,58931.91,0.796,4.4,27060.67,55199.43,53619.08,41,10117.92,0.172,0.489,680,1,1,9277.02,82923.05,0,1,22,27,1,Auto Loan,870000,36,1
CUST007164,44,Male,Married,1,Graduate,Salaried,Tier 1,111773.8,0.767,7.0,62291.66,104694.56,85917.09,44,0.0,0.0,0.044,808,0,0,3433.75,129468.32,0,0,21,20,1,Personal Loan,1106000,36,0
CUST007165,40,Male,Married,1,High School,Government,Tier 1,68610.88,0.947,5.9,54763.77,64265.38,46892.96,52,13792.54,0.201,0.426,776,4,0,22039.49,1575246.75,1,1,23,21,1,Personal Loan,664000,36,1
CUST007166,49,Female,Widowed,3,Postgraduate,Salaried,Tier 2,57320.98,0.919,9.0,17534.62,53690.53,40950.47,36,24593.05,0.429,0.261,698,1,1,21707.4,564536.82,0,1,10,22,0,Personal Loan,461000,12,0
CUST007167,47,Male,Married,0,Graduate,Government,Tier 2,26524.31,0.953,18.7,21982.1,24844.38,22827.39,32,0.0,0.0,0.071,794,0,0,3108.61,338881.15,0,0,22,16,1,Auto Loan,269000,48,0
CUST007168,42,Male,Single,1,Graduate,Business,Tier 2,87364.14,0.726,15.5,76955.76,81830.89,70544.58,49,9397.74,0.108,0.386,760,1,0,0.0,0.0,0,0,32,19,1,Home Loan,4345000,360,0
CUST007169,25,Male,Married,2,High School,Self-employed,Tier 1,63112.72,0.577,7.0,22659.61,59115.45,53074.93,36,0.0,0.0,0.437,626,0,2,0.0,0.0,0,0,23,37,1,Auto Loan,835000,60,0
CUST007170,60,Female,Married,2,Graduate,Self-employed,Tier 2,81501.16,0.512,7.3,34594.08,76339.25,65748.5,40,8045.44,0.099,0.491,691,1,0,18852.86,1444184.99,0,0,6,4,1,Personal Loan,704000,36,1
CUST007171,38,Female,Single,1,Graduate,Government,Tier 1,23810.89,0.986,4.0,7938.06,22302.82,17801.34,35,756.9,0.032,0.179,772,1,0,1324.63,12894.69,0,0,14,23,0,Personal Loan,130000,24,1
CUST007172,39,Male,Married,1,High School,Government,Tier 1,99179.07,0.969,5.2,46447.3,92897.52,88408.85,55,10331.01,0.104,0.632,737,1,0,17019.26,498479.4,1,1,21,16,1,Personal Loan,742000,12,0
CUST007173,36,Female,Married,1,High School,Salaried,Tier 3,22669.34,0.841,14.7,17938.1,21233.57,19568.34,29,5888.77,0.26,0.403,723,2,0,4944.22,567408.32,0,1,25,29,1,Home Loan,1271000,240,1
CUST007174,35,Female,Single,0,Postgraduate,Salaried,Tier 2,93120.88,0.844,0.9,23150.09,87223.03,70660.77,38,29147.19,0.313,0.27,727,1,1,2979.67,129987.67,0,1,29,25,1,Personal Loan,668000,12,0
CUST007175,57,Male,Married,1,Graduate,Salaried,Tier 2,26566.38,0.887,8.7,14872.07,24883.79,20364.32,38,0.0,0.0,0.259,815,0,0,1256.71,64253.19,0,0,11,10,1,Personal Loan,192000,60,1
CUST007176,55,Male,Divorced,2,High School,Salaried,Tier 1,93544.5,0.846,4.6,60464.86,87619.82,78256.98,48,0.0,0.0,0.031,752,0,1,31559.69,1723391.68,0,1,12,14,1,Auto Loan,937000,60,0
CUST007177,45,Male,Married,1,High School,Salaried,Tier 3,49552.76,0.936,12.9,37343.2,46414.31,43563.72,35,8564.52,0.173,0.453,810,1,0,11371.11,848432.75,0,1,17,20,1,Personal Loan,437000,12,1
CUST007178,39,Male,Single,1,Graduate,Business,Tier 1,69178.51,0.78,8.9,17986.12,64797.06,63557.3,38,13904.37,0.201,0.221,675,2,1,0.0,0.0,0,0,24,22,1,Home Loan,3243000,240,0
CUST007179,47,Female,Divorced,2,Graduate,Government,Tier 2,92700.08,0.943,4.4,36329.0,86828.88,71384.71,57,6768.08,0.073,0.758,699,1,0,18089.27,865476.01,0,0,15,23,0,Auto Loan,1153000,48,0
CUST007180,41,Female,Married,0,High School,Salaried,Tier 2,40416.37,0.862,2.1,21495.6,37856.58,31498.75,41,8991.81,0.222,0.695,694,3,0,0.0,0.0,0,0,23,18,1,Personal Loan,320000,36,1
CUST007181,38,Male,Divorced,1,High School,Salaried,Tier 3,41600.43,0.901,4.2,14143.16,38965.65,33683.27,48,0.0,0.0,0.266,737,0,0,8656.94,167028.47,0,0,20,26,1,Home Loan,1826000,120,0
CUST007182,44,Female,Married,3,High School,Self-employed,Tier 3,34292.8,0.439,4.9,7140.88,32120.85,30078.54,50,11179.09,0.326,0.376,696,1,0,12310.7,774611.9,0,1,22,18,1,Personal Loan,238000,12,1
CUST007183,35,Female,Married,0,Postgraduate,Salaried,Tier 1,58971.54,0.875,15.9,67562.88,55236.55,42505.31,46,4588.27,0.078,0.264,740,2,0,24128.84,2645725.11,1,1,30,27,0,Auto Loan,1302000,48,0
CUST007184,43,Male,Married,0,Postgraduate,Salaried,Tier 1,193475.09,0.751,5.2,87733.62,181221.26,142947.52,50,0.0,0.0,0.285,718,0,1,0.0,0.0,0,0,16,22,1,Home Loan,6807000,180,0
CUST007185,42,Female,Single,2,Postgraduate,Government,Tier 3,69378.69,0.984,1.2,32780.17,64984.56,51910.69,35,0.0,0.0,0.499,794,0,0,9722.48,97981.08,1,1,20,22,1,Personal Loan,687000,24,1
CUST007186,47,Male,Single,2,Graduate,Business,Tier 1,52361.99,0.792,6.2,29831.61,49045.62,47962.33,49,5289.08,0.101,0.483,667,1,1,4403.38,111184.21,1,0,27,19,1,Home Loan,1864000,120,0
CUST007187,33,Male,Single,1,Graduate,Salaried,Tier 3,39852.3,0.676,3.7,48816.6,37328.24,33868.95,41,9389.81,0.236,0.234,658,1,2,9756.4,177430.01,0,0,16,42,1,Home Loan,2298000,240,0
CUST007188,48,Male,Married,0,Graduate,Self-employed,Tier 1,105905.37,0.724,3.0,103455.12,99197.81,84397.29,51,21724.19,0.205,0.504,696,3,0,25712.33,1483507.04,1,1,17,15,0,Personal Loan,589000,48,1
CUST007189,30,Female,Married,0,Postgraduate,Salaried,Tier 1,116090.17,0.872,6.3,79369.11,108737.55,97171.57,54,21022.77,0.181,0.552,764,1,0,50643.51,2845490.39,0,1,29,43,1,Auto Loan,1641000,36,0
CUST007190,34,Female,Married,1,Postgraduate,Business,Tier 1,259670.36,0.76,7.1,47327.39,243224.02,240277.08,73,82697.12,0.318,0.569,644,4,0,99537.17,4209204.99,0,1,19,30,1,Auto Loan,5579000,48,0
CUST007191,34,Male,Single,3,Professional,Salaried,Tier 3,78238.77,0.96,5.7,126004.69,73283.48,68715.95,53,0.0,0.0,0.202,799,0,0,2460.71,76400.96,1,0,22,30,0,Mortgage Loan,4559000,120,0
CUST007192,28,Male,Married,0,Professional,Salaried,Tier 1,59080.63,0.898,7.3,32959.1,55338.73,46106.92,40,13384.29,0.227,0.299,639,1,2,13734.26,1108908.94,0,1,28,27,1,Personal Loan,510000,60,0
CUST007193,51,Male,Single,1,Postgraduate,Salaried,Tier 2,74898.66,0.891,8.7,12197.0,70154.92,65169.41,38,0.0,0.0,0.071,754,0,1,27960.37,1256789.93,1,1,12,15,1,Auto Loan,981000,48,0
CUST007194,29,Female,Single,1,Graduate,Salaried,Tier 2,73461.86,0.787,6.1,71467.53,68809.12,60099.18,52,15859.87,0.216,0.419,725,2,0,9127.74,149757.12,1,1,28,33,1,Personal Loan,489000,60,0
CUST007195,32,Male,Married,1,Professional,Salaried,Tier 1,64580.41,0.81,4.5,19459.61,60490.18,53424.22,34,6395.71,0.099,0.101,787,4,0,12537.78,533643.74,0,0,26,31,1,Home Loan,1897000,120,1
CUST007196,54,Female,Married,2,High School,Salaried,Tier 1,56966.03,1.0,0.5,20186.87,53358.06,42318.4,43,17611.73,0.309,0.516,697,1,0,0.0,0.0,0,0,21,14,1,Auto Loan,848000,72,1
CUST007197,34,Female,Married,0,Graduate,Self-employed,Tier 1,51911.9,0.75,5.1,17347.92,48624.04,41270.63,45,5840.14,0.113,0.823,671,1,0,8977.76,178767.78,0,0,34,26,1,Personal Loan,327000,12,0
CUST007198,38,Female,Married,1,Postgraduate,Government,Tier 1,69729.97,0.987,4.6,8105.98,65313.59,57825.23,46,27032.52,0.388,0.305,688,1,1,8010.05,288879.58,0,0,22,28,1,Mortgage Loan,3453000,120,0
CUST007199,29,Female,Married,0,Graduate,Salaried,Tier 3,31630.85,0.803,5.6,13985.18,29627.5,25533.54,39,3109.36,0.098,0.406,749,1,0,1471.41,70910.6,0,0,26,39,1,Personal Loan,164000,24,0
CUST007200,49,Female,Divorced,1,Graduate,Salaried,Tier 1,78766.38,0.908,3.3,80519.39,73777.68,65978.7,48,7575.86,0.096,0.473,786,1,0,12924.34,190723.58,0,0,15,23,1,Mortgage Loan,4277000,60,0
CUST007201,49,Female,Married,0,Graduate,Salaried,Tier 1,67551.84,0.845,1.6,36709.8,63273.41,57393.61,44,13463.81,0.199,0.51,670,3,0,0.0,0.0,0,0,19,18,0,Personal Loan,605000,24,1
CUST007202,48,Male,Married,1,Postgraduate,Salaried,Tier 1,49470.84,1.0,3.1,19756.96,46337.58,44516.28,43,10325.05,0.209,0.509,699,1,0,9250.24,128166.0,0,1,14,23,1,Home Loan,1639000,300,0
CUST007203,46,Male,Single,1,Graduate,Salaried,Tier 2,94207.61,0.991,8.4,34965.1,88240.93,88747.41,47,0.0,0.0,0.625,754,0,0,0.0,0.0,0,0,24,15,1,Home Loan,3246000,300,0
CUST007204,41,Female,Married,1,Graduate,Self-employed,Tier 2,93196.14,0.603,3.7,40578.29,87293.52,82336.51,39,0.0,0.0,0.127,721,0,0,12198.69,502825.29,0,1,22,32,1,Home Loan,3083000,120,1
CUST007205,34,Female,Married,0,Graduate,Self-employed,Tier 1,69383.07,0.611,3.9,18085.45,64988.66,46172.07,51,8229.69,0.119,0.277,724,1,0,5384.69,87702.96,0,0,27,27,0,Home Loan,3020000,120,0
CUST007206,31,Male,Single,1,Graduate,Business,Tier 1,122964.64,0.702,6.1,89551.34,115176.62,113735.15,46,20741.62,0.169,0.279,729,1,0,16861.47,343206.36,1,0,29,28,1,Personal Loan,555000,48,0
CUST007207,54,Female,Married,1,Graduate,Business,Tier 2,109703.07,0.823,4.6,101776.4,102754.98,92428.32,54,8224.25,0.075,0.188,732,2,1,28325.68,1725351.72,0,1,20,15,1,Mortgage Loan,8113000,120,0
CUST007208,48,Female,Married,1,Postgraduate,Salaried,Tier 3,91518.8,0.968,2.9,88223.52,85722.42,79353.58,37,0.0,0.0,0.17,814,0,0,12098.93,151994.03,0,0,16,25,1,Auto Loan,909000,36,1
CUST007209,32,Male,Single,3,Graduate,Self-employed,Tier 2,57689.25,0.496,7.9,49359.57,54035.48,48276.55,34,4121.28,0.071,0.221,709,1,0,6032.0,330442.51,0,1,30,29,1,Personal Loan,322000,60,1
CUST007210,40,Male,Widowed,2,Graduate,Self-employed,Tier 1,96585.93,0.704,2.6,72202.44,90468.62,79405.79,45,276.43,0.003,0.405,743,1,0,0.0,0.0,0,0,17,14,1,Home Loan,5271000,360,0
CUST007211,37,Male,Single,2,Postgraduate,Government,Tier 3,34203.74,1.0,2.2,15732.47,32037.43,26572.21,34,1752.9,0.051,0.089,770,2,0,2513.09,89294.49,0,1,28,31,1,Personal Loan,195000,60,1
CUST007212,28,Female,Divorced,2,High School,Salaried,Tier 2,26183.35,0.863,1.2,20688.89,24525.02,23108.71,34,0.0,0.0,0.476,671,0,1,10262.17,358843.51,0,0,27,41,1,Auto Loan,494000,72,0
CUST007213,42,Female,Married,1,Graduate,Salaried,Tier 2,28755.07,0.924,6.7,19302.37,26933.85,24506.78,36,7181.97,0.25,0.389,714,2,0,2953.71,72260.58,0,1,23,19,1,Personal Loan,177000,12,1
CUST007214,35,Female,Single,1,Graduate,Salaried,Tier 1,35132.18,1.0,5.5,7403.38,32907.07,31822.81,45,0.0,0.0,0.245,798,0,0,13220.57,747177.37,0,0,28,28,1,Mortgage Loan,2514000,120,1
CUST007215,30,Male,Single,0,Graduate,Salaried,Tier 3,60069.92,0.992,12.0,23875.63,56265.36,51432.02,50,8398.51,0.14,0.401,754,1,0,26658.93,2568570.82,0,1,29,28,1,Mortgage Loan,2087000,84,1
CUST007216,24,Female,Married,0,Postgraduate,Government,Tier 1,73382.85,0.989,6.0,53267.03,68735.11,52043.19,37,3822.71,0.052,0.313,771,1,0,0.0,0.0,0,0,24,29,1,Home Loan,3710000,360,1
CUST007217,23,Female,Married,0,Professional,Government,Tier 2,45896.2,0.977,2.2,30748.39,42989.34,32457.95,36,0.0,0.0,0.386,784,0,0,0.0,0.0,1,1,35,35,0,Auto Loan,815000,24,1
CUST007218,36,Female,Married,0,Postgraduate,Salaried,Tier 1,54091.78,0.877,6.4,20384.24,50665.85,43022.14,43,6613.93,0.122,0.29,780,1,0,2655.19,25171.82,0,0,26,25,1,Personal Loan,287000,60,0
CUST007219,39,Male,Married,1,Postgraduate,Salaried,Tier 1,47715.4,0.925,6.6,22342.79,44693.32,42812.19,32,8913.62,0.187,0.265,753,3,0,0.0,0.0,0,0,25,23,1,Personal Loan,425000,24,1
CUST007220,30,Female,Single,4,High School,Salaried,Tier 1,22869.75,0.864,5.9,10300.65,21421.28,20484.24,35,0.0,0.0,0.167,739,0,1,1516.08,41544.89,0,1,30,33,1,Home Loan,643000,240,0
CUST007221,47,Female,Married,2,Graduate,Salaried,Tier 3,36040.03,0.964,16.0,20566.74,33757.42,31720.86,43,8964.9,0.249,0.25,771,1,0,6169.07,382419.93,0,0,17,21,1,Home Loan,2077000,360,1
CUST007222,39,Male,Married,3,Postgraduate,Salaried,Tier 2,21177.75,0.798,1.0,21797.87,19836.45,15208.46,34,3518.13,0.166,0.463,716,1,0,5898.1,170658.12,0,0,24,23,1,Auto Loan,292000,36,0
CUST007223,46,Male,Married,3,Postgraduate,Salaried,Tier 1,138383.66,0.831,2.9,218754.76,129619.07,121669.84,52,21033.22,0.152,0.113,719,3,0,21390.84,962338.56,0,1,14,18,0,Mortgage Loan,4956000,60,0
CUST007224,38,Male,Married,1,Graduate,Salaried,Tier 1,69238.07,0.848,2.4,49971.44,64852.85,60364.17,42,0.0,0.0,0.599,770,0,0,0.0,0.0,0,0,18,27,1,Home Loan,3693000,240,1
CUST007225,31,Male,Married,1,Graduate,Self-employed,Tier 1,71821.08,0.769,6.8,10445.3,67272.26,65969.83,37,16187.05,0.225,0.427,662,2,2,2633.92,106099.57,0,0,21,32,0,Auto Loan,1262000,84,0
CUST007226,41,Female,Married,2,Graduate,Salaried,Tier 1,83161.7,0.944,2.7,25016.78,77894.62,68965.97,42,13289.28,0.16,0.209,686,1,0,13145.98,280973.08,0,1,25,27,1,Home Loan,3093000,180,0
CUST007227,26,Male,Married,0,Postgraduate,Salaried,Tier 1,66490.98,0.904,3.1,35526.36,62279.74,60169.89,42,0.0,0.0,0.193,757,0,0,4176.59,171025.01,0,0,38,33,1,Auto Loan,1166000,24,1
CUST007228,46,Female,Single,1,Postgraduate,Self-employed,Tier 2,95179.46,0.698,2.0,117850.97,89151.23,56525.15,45,0.0,0.0,0.387,756,0,0,5460.96,223504.87,0,0,18,19,0,Mortgage Loan,3916000,60,1
CUST007229,30,Male,Single,2,Graduate,Self-employed,Tier 1,58071.31,0.511,4.1,79518.43,54393.34,51198.14,53,4905.24,0.084,0.175,734,1,0,0.0,0.0,0,0,19,30,1,Auto Loan,711000,48,0
CUST007230,50,Female,Married,0,High School,Salaried,Tier 2,78839.82,0.932,3.5,95806.91,73846.46,67925.34,41,12808.32,0.162,0.615,717,1,1,20506.31,541158.49,0,1,14,18,1,Personal Loan,739000,48,0
CUST007231,36,Male,Divorced,0,Postgraduate,Self-employed,Tier 2,50864.17,0.582,9.9,20248.29,47642.66,39233.97,37,0.0,0.0,0.268,779,0,0,7396.72,159124.59,0,1,23,27,1,Home Loan,2097000,360,0
CUST007232,52,Male,Married,0,Graduate,Salaried,Tier 2,84282.75,0.825,2.8,40473.38,78944.66,71218.42,57,5120.09,0.061,0.735,710,1,0,0.0,0.0,1,0,22,11,1,Auto Loan,1457000,60,0
CUST007233,28,Female,Single,1,Postgraduate,Salaried,Tier 1,44573.7,1.0,2.9,45898.72,41750.6,40766.94,23,0.0,0.0,0.171,811,0,0,9653.8,85585.22,0,1,30,36,1,Personal Loan,292000,12,1
CUST007234,33,Female,Single,0,Postgraduate,Business,Tier 2,52169.49,0.758,4.1,6945.35,48865.31,42750.82,48,16904.42,0.324,0.619,692,1,0,28021.6,1059255.53,0,1,31,28,0,Home Loan,1518000,120,1
CUST007235,44,Male,Married,1,Professional,Government,Tier 3,36152.08,0.96,3.2,13527.46,33862.37,28843.03,45,0.0,0.0,0.109,804,0,0,0.0,0.0,0,0,21,20,1,Auto Loan,740000,84,1
CUST007236,53,Female,Married,0,Graduate,Salaried,Tier 2,26438.22,0.86,3.8,38563.95,24763.74,25423.62,37,5295.69,0.2,0.457,669,3,1,8668.11,215121.48,0,0,15,10,1,Personal Loan,248000,48,1
CUST007237,58,Male,Single,0,Graduate,Salaried,Tier 2,66117.56,0.978,7.1,47056.77,61929.97,59384.89,43,0.0,0.0,0.201,839,0,0,12640.48,777011.22,0,1,13,6,1,Mortgage Loan,3800000,60,1
CUST007238,40,Female,Single,1,Graduate,Salaried,Tier 1,40607.39,0.791,3.7,21420.83,38035.5,31228.09,44,3103.02,0.076,0.27,744,1,0,14368.26,139872.53,1,1,26,33,1,Personal Loan,381000,36,0
CUST007239,60,Male,Married,1,High School,Self-employed,Tier 1,67026.94,0.623,7.9,43520.49,62781.76,44302.55,47,0.0,0.0,0.25,685,0,1,0.0,0.0,0,0,10,8,1,Personal Loan,585000,48,0
CUST007240,37,Male,Single,2,Graduate,Salaried,Tier 1,118607.08,0.97,3.1,237100.77,111095.05,110061.65,50,33302.43,0.281,0.306,717,1,1,7412.3,177881.47,1,0,26,34,0,Home Loan,3633000,180,0
CUST007241,52,Female,Married,2,Graduate,Salaried,Tier 1,59801.37,0.878,12.3,42821.28,56013.82,54765.49,40,14986.44,0.251,0.253,716,1,0,25266.98,886910.64,0,1,18,5,1,Personal Loan,547000,24,0
CUST007242,30,Male,Married,0,Graduate,Salaried,Tier 2,50456.52,0.909,12.0,51207.6,47260.83,44569.29,47,17635.69,0.35,0.246,704,1,2,9602.29,835251.43,0,0,26,22,1,Home Loan,2398000,360,0
CUST007243,45,Male,Single,1,Graduate,Government,Tier 1,99058.9,0.9,8.3,108874.17,92784.96,80290.52,47,19890.12,0.201,0.594,730,1,0,20396.11,715053.05,1,0,18,18,1,Personal Loan,728000,36,0
CUST007244,21,Male,Married,0,Graduate,Salaried,Tier 2,40640.71,0.925,3.0,123689.24,38066.71,28624.32,33,13439.33,0.331,0.316,708,3,1,0.0,0.0,0,0,30,43,1,Auto Loan,627000,72,0
CUST007245,28,Male,Single,1,Postgraduate,Government,Tier 3,47193.69,0.905,10.0,26245.99,44204.66,36867.46,34,0.0,0.0,0.296,779,0,0,304.59,25050.68,0,0,23,38,1,Personal Loan,324000,24,1
CUST007246,45,Male,Married,3,Postgraduate,Salaried,Tier 2,37732.39,0.749,1.2,28034.77,35342.59,31078.92,39,3253.27,0.086,0.367,735,2,0,2045.56,112200.96,0,0,20,18,0,Personal Loan,360000,12,0
CUST007247,26,Female,Divorced,3,Postgraduate,Salaried,Tier 1,70906.25,0.957,6.6,62477.75,66415.37,50833.06,49,13681.0,0.193,0.596,673,2,0,15636.51,916351.8,1,0,25,21,1,Personal Loan,524000,48,1
CUST007248,45,Female,Married,1,Postgraduate,Government,Tier 1,114601.58,0.876,7.8,35552.62,107343.24,97027.78,49,20417.75,0.178,0.643,679,1,0,17524.22,1459385.66,1,0,22,15,1,Personal Loan,931000,48,0
CUST007249,50,Female,Single,2,High School,Salaried,Tier 2,91623.39,0.776,2.8,156133.13,85820.38,75684.0,49,0.0,0.0,0.195,788,0,0,12353.36,178375.17,0,1,10,15,1,Mortgage Loan,6116000,84,1
CUST007250,34,Male,Single,0,Graduate,Government,Tier 2,37901.23,0.868,2.9,17955.39,35500.74,28531.32,41,0.0,0.0,0.062,787,0,0,0.0,0.0,0,0,19,29,1,Auto Loan,662000,24,0
CUST007251,29,Male,Single,1,Graduate,Salaried,Tier 2,70983.59,0.882,1.2,22776.93,66487.81,55523.23,42,13899.49,0.196,0.381,734,2,0,5099.35,252277.71,0,0,27,39,1,Home Loan,3966000,300,1
CUST007252,35,Female,Divorced,2,Graduate,Salaried,Tier 3,29912.65,0.818,14.8,19733.17,28018.12,22038.54,31,7212.71,0.241,0.301,753,3,0,13608.12,460907.21,0,1,37,26,1,Mortgage Loan,1460000,180,0
CUST007253,29,Male,Married,0,Postgraduate,Self-employed,Tier 3,79661.9,0.816,5.1,19813.6,74616.48,63242.92,37,0.0,0.0,0.133,714,0,1,47843.42,1314206.4,0,1,26,45,1,Auto Loan,1732000,48,0
CUST007254,39,Female,Married,1,Professional,Salaried,Tier 2,56338.6,0.967,1.0,25327.36,52770.37,40323.57,32,0.0,0.0,0.297,723,0,0,20675.47,701270.58,1,1,28,23,1,Personal Loan,500000,24,1
CUST007255,41,Male,Single,2,Graduate,Self-employed,Tier 1,75168.38,0.677,4.3,53841.09,70407.56,64766.74,43,23120.57,0.308,0.496,716,2,0,20770.1,1094689.02,0,1,26,22,0,Auto Loan,790000,60,0
CUST007256,37,Male,Divorced,0,Graduate,Salaried,Tier 1,45385.78,0.804,6.0,8962.53,42511.25,37218.14,35,1949.81,0.043,0.27,751,1,0,0.0,0.0,0,0,21,16,1,Home Loan,2334000,360,0
CUST007257,58,Male,Married,1,High School,Government,Tier 1,49806.81,1.0,2.6,31727.0,46652.27,39348.32,40,13035.41,0.262,0.525,721,1,0,16826.31,1003208.85,0,1,11,12,1,Personal Loan,242000,36,0
CUST007258,32,Male,Single,0,Postgraduate,Salaried,Tier 2,62103.86,0.903,0.6,16679.89,58170.48,50358.75,53,14412.62,0.232,0.367,778,4,0,0.0,0.0,1,0,25,25,1,Personal Loan,442000,60,1
CUST007259,55,Male,Married,1,Graduate,Salaried,Tier 3,50717.27,0.822,3.0,30971.12,47505.07,38770.68,45,0.0,0.0,0.333,791,0,0,22677.05,741335.83,0,1,8,11,1,Home Loan,2181000,180,0
